종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"137400","피엔티","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"22741198","500","11370599000","원(KRW)","김준섭","054-469-6900","경상북도 구미시 첨단기업로 33 (주)피엔티"
"128660","피제이메탈","KOSDAQ","중견기업부",,"032402","1차 비철금속 제조업","12",,"24803369","500","12401684500","원(KRW)","원경연","02-555-4451","서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 "
"006140","피제이전자","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"15000000","500","7500000000","원(KRW)","이응구","032 -326 -7000","경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층"
"376180","피코그램","KOSDAQ","중견기업부",,"033309","그외 기타 제품 제조업","12",,"3061578","100","316157800","원(KRW)","최석림","032-678-5114","인천광역시 부평구 부평북로 118 "
"304840","피플바이오","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"11244940","500","5622470000","원(KRW)","강성민","031-526-7825","경기도 성남시 분당구 판교로 242, C동 6층 "
"062970","피피아이","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"9308185","500","4654092500","원(KRW)","김진봉","062-972-0116","광주광역시 북구 첨단과기로 345 "
"087600","픽셀플러스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"8166558","500","4083279000","원(KRW)","이서규","031-888-5300","경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp"
"161580","필옵틱스","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"20953016","500","10476508000","원(KRW)","한기수","031-292-8321","경기도 오산시 지곶중앙로 1-19 - "
"347770","핌스","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"7575065","500","3787532500","원(KRW)","김영주","032-875-7333","인천광역시 남동구 남동동로138번길 15 -"
"163730","핑거","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"9239014","500","4619507000","원(KRW)","박민수","027992510","서울특별시 영등포구 여의대로 24, 43층(여의도동, 전국경제인연합회회관) "
"332710","하나금융14호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4410000","100","441000000","원(KRW)","홍지헌","02-3771-3254","서울특별시 영등포구 의사당대로 82 &nbsp"
"341160","하나금융15호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4710000","100","471000000","원(KRW)","김철우","02-3771-3339","서울특별시 영등포구 의사당대로 82 "
"343510","하나금융16호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4010000","100","401000000","원(KRW)","한규정","02-3771-3497","서울특별시 영등포구 의사당대로 82 "
"363260","하나금융17호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"6810000","100","681000000","원(KRW)","남강욱","02-3771-3655","서울특별시 영등포구 의사당대로 82 "
"388220","하나금융19호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"6310000","100","631000000","원(KRW)","홍지헌","02-3771-3418","서울특별시 영등포구 의사당대로 82 "
"400560","하나금융20호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3050000","100","305000000","원(KRW)","박태한","02-3771-3057","서울특별시 영등포구 의사당대로 82 "
"086790","하나금융지주","KOSPI",,,"116409","기타 금융업","12",,"300242062","5000","1501210310000","원(KRW)","김정태","02-2002-1110","서울특별시 중구 을지로 66 (을지로 2가)"
"299030","하나기술","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"7473170","500","3736585000","원(KRW)","오태봉","031-8053-4000","경기도 용인시 처인구 남사면 전나무골길2번길 56-7 &nbsp"
"067310","하나마이크론","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"47921854","500","23960927000","원(KRW)","이동철","041-423-7015","충남 아산시 음봉면 원남리 95-1번지 "
"372290","하나머스트7호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4304000","100","430400000","원(KRW)","곽제훈","02-3771-3497","서울특별시 영등포구 의사당대로 82 "
"166090","하나머티리얼즈","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"19752674","500","9876337000","원(KRW)","오경석","041-410-1255","충청남도 천안시 서북구 3공단3로 42 "
"293480","하나제약","KOSPI",,,"032102","의약품 제조업","12",,"17772946","500","8886473000","원(KRW)","이윤하","02-577-7667","경기도 화성시 향남읍 제약단지로 13-39 "
"039130","하나투어","KOSPI",,,"147502","여행사 및 기타 여행보조 서비스업","12",,"13939185","500","6969592500","원(KRW)","송미선","02-2127-1000","서울특별시 종로구 인사동5길 41 (주)하나투어 "
"136480","하림","KOSDAQ","중견기업부",,"031001","도축, 육류 가공 및 저장 처리업","12",,"106209702","500","53104851000","원(KRW)","김홍국, 박길연(각자대표)","063-860-2114","전라북도 익산시  망성면 망성로 14 (주)하림"
"003380","하림지주","KOSDAQ","우량기업부",,"116409","기타 금융업","12",,"92341820","100","9275667700","원(KRW)","김홍국","02-2085-4684","전라북도 익산시 중앙로 121 - "
"153360","하이골드3호","KOSPI",,,"147601","운송장비 임대업","12",,"16149790","5000","80748950000","원(KRW)","전주식","02-2090-4600","제주특별시자치도 제주시 연삼로 473 산업경제진흥원"
"149980","하이로닉","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"14099995","100","1409999500","원(KRW)","박석광","031-525-7000","경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) "
"013030","하이록코리아","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"13613232","500","6806616000","원(KRW)","문휴건, 문창환 각자대표이사","051 -970-0801","부산광역시 강서구 녹산산단27로 97 "
"352820","하이브","KOSPI",,,"105902","오디오물 출판 및 원판 녹음업","12",,"41353387","500","20676693500","원(KRW)","박지원","02-3334-0105","서울특별시 용산구 한강대로 42 용산트레이드센터"
"126700","하이비젼시스템","KOSDAQ","우량기업부",,"032703","사진장비 및 광학기기 제조업","12",,"14942112","500","7471056000","원(KRW)","최 두 원","031-735-1573","경기도 성남시 중원구 둔촌대로 527 - "
"106080","하이소닉","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"12334250","1000","12334250000","원(KRW)","박광제","031-8040-0500","경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층"
"071090","하이스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"19999440","500","9999720000","원(KRW)","엄정근","02-2273-2140","충청남도 당진시 송악읍 부곡공단4길 28-252 "
"340120","하이제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5020000","100","502000000","원(KRW)","한성룡","02-2122-9226","서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 "
"377400","하이제6호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5407500","100","540750000","원(KRW)","정종석","02-2122-9226","서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 "
"400840","하이제7호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5120000","100","512000000","원(KRW)","김동찬","02-2122-9226","서울특별시 영등포구 여의나루로 61 "
"221840","하이즈항공","KOSDAQ","중견기업부",,"033103","항공기,우주선 및 부품 제조업","12",,"17696167","500","8848083500","원(KRW)","하상헌","055-850-8800","경상남도 사천시 사남면 공단5로 24 &nbsp"
"106190","하이텍팜","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"7088782","500","3544391000","원(KRW)","김정수","043-883-0012","충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜"
"019490","하이트론","KOSPI",,,"032605","영상 및 음향기기 제조업","12",,"9611224","2500","24028060000","원(KRW)","임정훈(단독대표)","031-670-9100","경기도 안성시  삼죽면 서동대로 5953-85 "
"000080","하이트진로","KOSPI",,,"031101","알코올음료 제조업","12",,"70133611","5000","368818745000","원(KRW)","김인규","02-3219-0114","서울특별시 강남구 영동대로 714 "
"000140","하이트진로홀딩스","KOSPI",,,"116409","기타 금융업","12",,"23206765","5000","118387875000","원(KRW)","김인규","02-520-3112","서울특별시 강남구  영동대로 714 "
"373200","하인크코리아","KOSDAQ","벤처기업부",,"033309","그외 기타 제품 제조업","12",,"17647000","100","1764700000","원(KRW)","길상필","02-3446-7421","서울특별시 강남구 테헤란로52길 21 3층 302호(역삼동, 벤처빌딩)"
"066130","하츠","KOSDAQ","우량기업부",,"032805","가정용 기기 제조업","12",,"12800000","500","6400000000","원(KRW)","김성식","031-370-7500","경기도 평택시 진위면 동부대로 202 "
"368770","한국9호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4810000","100","481000000","원(KRW)","변해봉","02-3276-5346","서울특별시 영등포구 의사당대로 88 "
"152550","한국ANKOR유전","KOSPI",,,"116402","신탁업 및 집합투자업","03",,"70020000","무액면","350100000000","원(KRW)","한국투자신탁운용","2180-0493","서울특별시 영등포구 은행로 3 여의도동"
"004590","한국가구","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"15000000","100","1500000000","원(KRW)","최훈학","02-2600-7000","서울특별시 강남구  학동로 120 "
"036460","한국가스공사","KOSPI",,,"043502","연료용 가스 제조 및 배관공급업","12",,"92313000","5000","461565000000","원(KRW)","채희봉","053-670-0114","대구광역시 동구 첨단로 120- "
"039340","한국경제TV","KOSDAQ","우량기업부",,"106002","텔레비전 방송업","12",,"23000000","500","11500000000","원(KRW)","조주현","02-6676-0019","서울특별시 영등포구  버드나루로 84 제일빌딩 "
"005430","한국공항","KOSPI",,,"085209","기타 운송관련 서비스업","12",,"3166355","5000","15831775000","원(KRW)","유종석","02-2660-3114","서울특별시 강서구  양천로 13 (방화동) 한국공항(주)"
"071050","한국금융지주","KOSPI",,,"116409","기타 금융업","12",,"55725992","5000","307921215000","원(KRW)","김남구","02-3276-6400","서울특별시 영등포구  의사당대로 88 "
"034950","한국기업평가","KOSDAQ","우량기업부",,"147509","기타 사업지원 서비스업","12",,"4540514","5000","24452570000","원(KRW)","김기범","02-368-5500","서울특별시 영등포구 의사당대로 97 교보증권 7층"
"010040","한국내화","KOSPI",,,"032302","내화, 비내화 요업제품 제조업","12",,"41067062","500","20533531000","원(KRW)","김상배","041-359-2200","충청남도 당진시  송산면 무수들길 370 "
"025540","한국단자","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"10415000","500","5207500000","원(KRW)","이창원,이원준","032-814-9981","인천광역시 연수구 갯벌로 38 "
"222980","한국맥널티","KOSDAQ","벤처기업부",,"031007","기타 식품 제조업","12",,"10534795","500","5267397500","원(KRW)","이은정","031-376-1383","충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp"
"331660","한국미라클피플사","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","IBK증권","1100000","500","550000000","원(KRW)","이호경","031-544-6781","경기도 포천시 군내면 용정경제로1길 94-1 "
"318000","한국바이오젠","KOSDAQ","벤처기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"8229825","200","1645965000","원(KRW)","부태웅","041-523-6201","충청남도 천안시 동남구 성남면 대흥신덕길 84-19 "
"256840","한국비엔씨","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"51531636","100","5153163600","원(KRW)","최완규","070-7116-0059","대구광역시 달서구 성서공단로11길 62 대구테크노파크 벤처공장 1호관 405호(사무실),502호, 503호, 206호, 비102호)"
"004090","한국석유","KOSPI",,,"032309","기타 비금속 광물제품 제조업","12",,"12694120","500","6347060000","원(KRW)","김득보","02-799-3114","서울특별시 용산구  이촌로 166 "
"025550","한국선재","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"23909198","500","12261127000","원(KRW)","이제훈(단독대표)","051-202-1991","부산광역시 사하구 하신번영로 27 (신평동) "
"002200","한국수출포장","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"4000000","5000","20000000000","원(KRW)","대표이사 회장 허용삼
대표이사 사장 허정훈(각자대표이사)","02-525-2981-9","서울특별시 서초구 서초중앙로 63 "
"002960","한국쉘석유","KOSPI",,,"031902","석유 정제품 제조업","12",,"1300000","5000","7000000000","원(KRW)","라머스 예룬 피터","051-620-5133","부산광역시 남구  신선로 250 (용당동) "
"017890","한국알콜","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"21605760","500","10802880000","원(KRW)","지용석, 김정수, 주성호","031-881-8000","경기도 용인시 기흥구 탑실로35번길 14 (공세동) "
"000240","한국앤컴퍼니","KOSPI",,,"116409","기타 금융업","12",,"94935240","500","47467620000","원(KRW)","조현범","031-5178-7000","경기도 성남시 분당구 판교로 286 -"
"080720","한국유니온제약","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"7903728","500","3951864000","원(KRW)","백병하","02-489-3611","강원도 원주시 문막읍 문막공단길 246 "
"123890","한국자산신탁","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"123977752","500","61988876000","원(KRW)","김규철","02-2112-6300","서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) "
"015760","한국전력","KOSPI",,,"043501","전기업","12",,"641964077","5000","3209820385000","원(KRW)","정승일","061-345-3114","전라남도 나주시 전력로 55 -"
"063570","한국전자금융","KOSDAQ","우량기업부",,"147509","기타 사업지원 서비스업","12",,"34147728","500","17073864000","원(KRW)","구자성","02-2122-5400","서울특별시 마포구 새창로 7 6층, 7층, 8층(도화동) "
"041460","한국전자인증","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"19000000","500","10729624500","원(KRW)","신홍식","230195500","서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)"
"006200","한국전자홀딩스","KOSPI",,,"116409","기타 금융업","12",,"46803136","500","23401568000","원(KRW)","박 명 덕","02-3497-5535","서울특별시 서초구  마방로10길 5 "
"101680","한국정밀기계","KOSDAQ","관리종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"8404000","500","4202000000","원(KRW)","하종식","070-7019-6500","경상남도 함안군  법수면 윤외공단길 83-1 "
"039740","한국정보공학","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"8018397","500","4009198500","원(KRW)","유용석","031-789-8600","경기도 성남시 분당구  황새울로359번길 7 "
"053300","한국정보인증","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"41776331","500","20888165500","원(KRW)","김상준","02-360-3010","경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 "
"025770","한국정보통신","KOSDAQ","우량기업부",,"106102","전기 통신업","12",,"37444271","500","19406371500","원(KRW)","임명수","02-1600-1234","서울특별시 중구  세종대로 39 대한서울상공회의소 7층"
"409570","한국제10호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5410000","100","541000000","원(KRW)","김태훈",,"서울특별시 영등포구 의사당대로 88 한국투자증권빌딩 "
"009540","한국조선해양","KOSPI",,,"033101","선박 및 보트 건조업","12",,"70773116","5000","353865580000","원(KRW)","가삼현 ","02-1811-9114","서울특별시 종로구 율곡로 75 현대빌딩 14층"
"023350","한국종합기술","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"10950000","500","5475000000","원(KRW)","이상민","02-2049-2517","경기도 성남시 중원구 산성대로476번길 6 (금광동)"
"025890","한국주강","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"11309259","500","5654629500","원(KRW)","하만규","055-585-7251","경상남도 함안군 법수면 장백로 585 - "
"000970","한국주철관","KOSPI",,,"032401","1차 철강 제조업","12",,"22800500","500","12000000000","원(KRW)","홍동국, 김태형, 김형규, 김길출 (각자대표제)","051-291-5481-5","부산광역시 사하구  을숙도대로 525 "
"104700","한국철강","KOSPI",,,"032401","1차 철강 제조업","12",,"46050000","1000","46050000000","원(KRW)","문종인, 이수하 (각자대표)","055-260-0500","경상남도 창원시 성산구  공단로103번길 12 한국철강(주) "
"017960","한국카본","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"43960757","500","21980378500","원(KRW)","조문수, 이명화 공동대표이사","055-350-8888","경상남도 밀양시 부북면 춘화로 85 "
"023760","한국캐피탈","KOSDAQ","우량기업부",,"116409","기타 금융업","12",,"315609576","500","157804788000","원(KRW)","이상춘","042 -480 -8032","대전광역시 서구  둔산서로 81 "
"054040","한국컴퓨터","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"16071290","500","8035645000","원(KRW)","강창귀","041-589-3320","경상북도 구미시  임수로 24 "
"050540","한국코퍼레이션","KOSDAQ","투자주의환기종목(소속부없음)",,"147509","기타 사업지원 서비스업","12",,"5118559","500","2559279500","원(KRW)","성상윤, 조성완 (각자 대표이사)","02-3401-4114","서울특별시 중구 소월로2길 30 남산트라팰리스"
"161890","한국콜마","KOSPI",,,"032004","기타 화학제품 제조업","12",,"22881180","500","11440590000","원(KRW)","안병준","02-3485-0332","세종특별자치시  전의면 덕고개길 12-11 "
"024720","한국콜마홀딩스","KOSPI",,,"116409","기타 금융업","12",,"18576719","500","9288359500","원(KRW)","김병묵","041-862-1057","세종특별자치시  전의면 덕고개길 12-11 "
"021650","한국큐빅","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"16350563","500","8175281500","원(KRW)","오봉균","(031)491-5325","경기도 안산시 단원구 살막길 39 "
"161390","한국타이어앤테크놀로지","KOSPI",,,"032201","고무제품 제조업","12",,"123875069","500","61937534500","원(KRW)","이수일","031-5178-7000","경기도 성남시 분당구 판교로 286 -"
"053590","한국테크놀로지","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"123957822","500","61978911000","원(KRW)","신용구, 이병길(공동 대표이사)","02-2106-7500","서울특별시 중구 소월로2길 30 남산트라팰리스"
"034830","한국토지신탁","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"252489230","1000","252489230000","원(KRW)","최윤성, 김정선","0234511181","서울특별시 강남구 테헤란로 137 코레이트타워 "
"007280","한국특강","KOSPI",,,"032401","1차 철강 제조업","12",,"53242476","500","26621238000","원(KRW)","한길구, 박성우","051-323-2611","경상남도 함안군 칠서면 공단동길 98 -"
"032300","한국파마","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"10906701","500","5453350500","원(KRW)","박은희","02-2162-8413","경기도 화성시 향남읍 제약공단3길 87 "
"168490","한국패러랠","KOSPI",,,"116402","신탁업 및 집합투자업","03",,"80020000","무액면","400100000000","원(KRW)","한국투자신탁운용(주)","02-3276-4815","서울특별시 영등포구 은행로3 "
"037230","한국팩키지","KOSDAQ","중견기업부",,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"30302795","500","15151397500","원(KRW)","이명신, 이우진 ","02-565-8600","경기도 안산시 단원구  해안로 227 (주)한국팩키지 "
"010100","한국프랜지","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"30450420","1000","30450420000","원(KRW)","이현덕","052-233-5511","울산 동구 동부동 194"
"047810","한국항공우주","KOSPI",,,"033103","항공기,우주선 및 부품 제조업","12",,"97475107","5000","487375535000","원(KRW)","안현호","055-851-1000","경상남도 사천시  사남면 공단1로 78 한국항공우주산업 "
"123690","한국화장품","KOSPI",,,"074604","생활용품 도매업","12",,"16068000","500","8034000000","원(KRW)","이용준","02-724-3281","서울특별시 종로구 청계천로 35 "
"003350","한국화장품제조","KOSPI",,,"032004","기타 화학제품 제조업","12",,"4532000","500","2266000000","원(KRW)","임충헌, 이용준","02-724-3710","서울특별시 종로구 청계천로 35 "
"030520","한글과컴퓨터","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"25203830","500","13262972000","원(KRW)","변성준, 김연수 (각자대표)","031-627-7000","경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)"
"052600","한네트","KOSDAQ","중견기업부",,"106102","전기 통신업","12",,"11563700","500","5781850000","원(KRW)","김선종","02-2125-6000","서울특별시 마포구  독막로 281 "
"011500","한농화성","KOSPI",,,"032004","기타 화학제품 제조업","12",,"15637042","500","7818521000","원(KRW)","김응상, 경상호 (각자대표)","063-462-2455","전라북도 군산시  외항1길 24 (소룡동,0)"
"002390","한독","KOSPI",,,"032102","의약품 제조업","12",,"13763533","500","6881766500","원(KRW)","김영진, 백진기","02-527-5114","서울특별시 강남구  테헤란로 132 "
"256150","한독크린텍","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"8393000","500","4196500000","원(KRW)","고인선, 이광규","042-671-5671","대전광역시 유성구 테크노8로 13 "
"014790","한라","KOSPI",,,"064102","토목 건설업","12",,"37858601","5000","194374710000","원(KRW)","이석민","02-3434-5114","서울특별시 송파구 올림픽로 289 "
"092460","한라IMS","KOSDAQ","벤처기업부",,"033101","선박 및 보트 건조업","12",,"17617467","500","8808733500","원(KRW)","지석준,  김영구","051-601-7000","부산광역시 강서구  화전산단1로 115 "
"060980","한라홀딩스","KOSPI",,,"116409","기타 금융업","12",,"10472070","5000","55086180000","원(KRW)","홍석화, 최경선 ","02-3434-6363","경기도 용인시 기흥구 기흥단지로 46 -"
"053690","한미글로벌","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"10957550","500","5478775000","원(KRW)","윤요현, 박서영","02-3429-6300","서울특별시 강남구 테헤란로87길 36 도심공항타워 층"
"042700","한미반도체","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"49459877","200","12716420500","원(KRW)","곽동신","032-571-9100","인천광역시 서구 가좌로30번길 14 "
"008930","한미사이언스","KOSPI",,,"116409","기타 금융업","12",,"68623684","500","34311842000","원(KRW)","송영숙, 임종윤(각자대표)","02-410-9114","경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단"
"128940","한미약품","KOSPI",,,"032102","의약품 제조업","12",,"12317971","2500","30794927500","원(KRW)","우종수, 권세창","031-356-3311","경기도 화성시  팔탄면 무하로 214 "
"047080","한빛소프트","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"24779836","500","12389918000","원(KRW)","이승현","070-4050-8000","서울특별시 금천구 가산디지털1로 171 가산에스케이브이원센터 3층 "
"009240","한샘","KOSPI",,,"074604","생활용품 도매업","12",,"23533928","1000","23533928000","원(KRW)","김진태(대표집행임원)","02-6470-3114","경기도 안산시 단원구 번영2로 144 "
"020000","한섬","KOSPI",,,"031401","봉제의복 제조업","12",,"24630000","500","12315000000","원(KRW)","김민덕","02-3416-2000","서울특별시 강남구  도산대로 523 한섬빌딩"
"003680","한성기업","KOSPI",,,"031002","수산물 가공 및 저장 처리업","12",,"6209515","5000","31047575000","원(KRW)","임우근,임준호(각자대표)","051-410-7100","부산광역시 영도구  태종로 63 "
"105630","한세실업","KOSPI",,,"031401","봉제의복 제조업","12",,"40000000","500","20000000000","원(KRW)","김익환, 조희선","02-3779-0779","서울특별시 영등포구 은행로 29 정우빌딩 "
"069640","한세엠케이","KOSPI",,,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"12909322","500","6454661000","원(KRW)","김동녕, 김지원(각자 대표이사)","02-2142-5000","서울특별시 강남구  논현로 633 "
"016450","한세예스24홀딩스","KOSPI",,,"031401","봉제의복 제조업","12",,"40000000","500","20000000000","원(KRW)","김동녕, 김석환(각자 대표이사)","02-3779-0800","서울특별시 영등포구 은행로 30 중소기업중앙회 6층 "
"010420","한솔PNS","KOSPI",,,"074607","기타 전문 도매업","12",,"20493012","500","10246506000","원(KRW)","강준석","02-772-5100","서울특별시 중구 퇴계로 213 일흥빌딩 5층 "
"009180","한솔로지스틱스","KOSPI",,,"085209","기타 운송관련 서비스업","12",,"27477425","500","14340941000","원(KRW)","황규호","02-3287-7400","서울특별시 중구 을지로 100 파인애비뉴 B동 22층 "
"070590","한솔인티큐브","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"13879521","500","6939760500","원(KRW)","류창성","02)6005-3000","서울특별시 마포구 월드컵북로 396, 14층 (상암동, 누리꿈스퀘어비즈니스타워)"
"213500","한솔제지","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"23800576","5000","119002880000","원(KRW)","한철규","02-3287-6040","서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴) "
"014680","한솔케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"11335195","5000","56675975000","원(KRW)","박원환","02-2152-2326","서울특별시 강남구 테헤란로 513K Tower 7F / 8F "
"004710","한솔테크닉스","KOSPI",,,"032602","전자부품 제조업","12",,"32109878","5000","160549390000","원(KRW)","박현순","02-3287-7903","서울특별시 중구 을지로 100 "
"004150","한솔홀딩스","KOSPI",,,"116409","기타 금융업","12",,"42008577","1000","42008577000","원(KRW)","이재희","02-3287-6875","서울특별시 중구 을지로 100 파인애비뉴 B동 24층 "
"025750","한솔홈데코","KOSPI",,,"031601","제재 및 목재 가공업","12",,"80565149","1000","83765149000","원(KRW)","김경록","02-3284-3881","서울특별시 동작구 보라매로5길 15 전문건설회관빌딩 "
"226440","한송네오텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"57688616","100","5768861600","원(KRW)","최영묵, 이대식(각자대표)","054-462-9930","경상북도 구미시 1공단로7길 36-1 -"
"042520","한스바이오메드","KOSDAQ","벤처기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","09",,"10102981","500","5051490500","원(KRW)","김근영","02-466-2266","서울특별시 송파구 정의로8길 7 9F,11F,12F"
"004960","한신공영","KOSPI",,,"064101","건물 건설업","12",,"11570702","5000","57853510000","원(KRW)","최문규,선홍규(각자 대표이사)","02-3393-3114","경기도 용인시 처인구  백암면 덕평로 82 "
"011700","한신기계","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"32446151","500","16223075500","원(KRW)","최영민","031-491-3911","경기도 안산시 단원구  해봉로330번길 23 신길동"
"078350","한양디지텍","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"15244382","500","7622191000","원(KRW)","김형육/김윤상 각자대표","031-695-5000","경기도 화성시 삼성1로 332-7 "
"045100","한양이엔지","KOSDAQ","우량기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"18000000","500","9000000000","원(KRW)","김형육,김덕림(공동대표이사)","031-695-0000","경기도 화성시 영통로26번길 72 (반월동,외2필지)"
"001750","한양증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"12728534","5000","66267670000","원(KRW)","임재택","02-3770-5000","서울 영등포구 여의도동 34-11"
"018880","한온시스템","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"533800000","100","53380000000","원(KRW)","각자대표집행임원 2인
- 성민석(대표집행임원)
- 너달 쿠추카야(대표집행임원)","042-930-6114","대전광역시 대덕구  신일서로 95 "
"009420","한올바이오파마","KOSPI",,,"032102","의약품 제조업","12",,"52240638","500","26120319000","원(KRW)","박승국,정승원(공동대표이사)","042-932-5997","대전광역시 대덕구  상서당1길 43  "
"014130","한익스프레스","KOSPI",,,"084903","도로 화물 운송업","12",,"12000000","500","6000000000","원(KRW)","유인철, 이석환 (각자대표)","02-3400-5474","경기도 화성시 양감면 초록로 103 (주)한익스프레스"
"046110","한일네트웍스","KOSDAQ","우량기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"11954227","500","5977113500","원(KRW)","박지훈","02-3466-9100","서울특별시 서초구 서초동 1587 (도로명 : 서울특별시 서초구 효령로 275) "
